No,Process,Menu,BA Section,BA Sub-section,BA UI Field,BA Mandatory,BA Edit type (ESS),BA Edit type (admin),Section on screen?,Screen section (EN),Screen section (TH),Status,Matched UI label on screen,Note,Evidence screenshot
373,Maintain,Profile,Company Asset,,Asset type,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
374,Maintain,Profile,Company Asset,,Returnable date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
375,Maintain,Profile,Company Asset,,Return Status,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
376,Maintain,Profile,Company Asset,,Remark,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
377,Maintain,Profile,Company Asset,,Serial number,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
378,Maintain,Profile,Mobility,,Willing to Relocate,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
379,Maintain,Profile,Mobility,,Country,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
380,Maintain,Profile,Mobility,,Province,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
381,Maintain,Profile,Mobility,,Business Unit,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
382,Maintain,Profile,Mobility,,Function,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
383,Maintain,Profile,Mobility,,Comment,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
384,Maintain,Profile,Individual Document,,Document Name,Not Required,view,edit without approval,YES,Documents & e-letter,เอกสารและหนังสือ,PARTIAL,(no dedicated label),card summary line,shots/en-emp-documents.png
385,Maintain,Profile,Individual Document,,Effective Date,Not Required,view,edit without approval,YES,Documents & e-letter,เอกสารและหนังสือ,PARTIAL,(no dedicated label),document row date,shots/en-emp-documents.png
386,Maintain,Profile,Individual Document,,Attachment,Not Required,view,edit without approval,YES,Documents & e-letter,เอกสารและหนังสือ,PARTIAL,(no dedicated label),"""PDF"" chip on the document row",shots/en-emp-documents.png
387,Maintain,Profile,Benefit Election,,Dependent Name,Required,N/A,edit without approval,YES,Benefit enrollment,ลงทะเบียนสวัสดิการ,MISSING,,Enrollment card lists plan names only — no dependent-level election fields,shots/en-emp-benefit-enrollment.png
388,Maintain,Profile,Benefit Election,,Relation,Required,N/A,edit without approval,YES,Benefit enrollment,ลงทะเบียนสวัสดิการ,MISSING,,Enrollment card lists plan names only — no dependent-level election fields,shots/en-emp-benefit-enrollment.png
389,Maintain,Profile,Benefit Election,,Birth Date,Required,N/A,edit without approval,YES,Benefit enrollment,ลงทะเบียนสวัสดิการ,MISSING,,Enrollment card lists plan names only — no dependent-level election fields,shots/en-emp-benefit-enrollment.png
390,Maintain,Profile,Benefit Election,,National ID,Required,N/A,edit without approval,YES,Benefit enrollment,ลงทะเบียนสวัสดิการ,MISSING,,Enrollment card lists plan names only — no dependent-level election fields,shots/en-emp-benefit-enrollment.png
391,Maintain,Profile,Benefit Election,,Gender,Required,N/A,edit without approval,YES,Benefit enrollment,ลงทะเบียนสวัสดิการ,MISSING,,Enrollment card lists plan names only — no dependent-level election fields,shots/en-emp-benefit-enrollment.png
392,Maintain,Profile,Benefit Election,,Student?,Required,N/A,edit without approval,YES,Benefit enrollment,ลงทะเบียนสวัสดิการ,MISSING,,Enrollment card lists plan names only — no dependent-level election fields,shots/en-emp-benefit-enrollment.png
393,Maintain,Profile,Benefit Election,,Smoker?,Required,N/A,edit without approval,YES,Benefit enrollment,ลงทะเบียนสวัสดิการ,MISSING,,Enrollment card lists plan names only — no dependent-level election fields,shots/en-emp-benefit-enrollment.png
394,Maintain,Profile,Benefit Election,,Disabled?,Required,N/A,edit without approval,YES,Benefit enrollment,ลงทะเบียนสวัสดิการ,MISSING,,Enrollment card lists plan names only — no dependent-level election fields,shots/en-emp-benefit-enrollment.png
395,Maintain,Profile,Benefit Election,,Health Plan,Required,N/A,edit without approval,YES,Benefit enrollment,ลงทะเบียนสวัสดิการ,MISSING,,Enrollment card lists plan names only — no dependent-level election fields,shots/en-emp-benefit-enrollment.png
396,Maintain,Profile,Benefit Election,,Dental Plan,Required,N/A,edit without approval,YES,Benefit enrollment,ลงทะเบียนสวัสดิการ,MISSING,,Enrollment card lists plan names only — no dependent-level election fields,shots/en-emp-benefit-enrollment.png
397,Maintain,Profile,Community/Volunteer Involvement,,From Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
398,Maintain,Profile,Community/Volunteer Involvement,,End Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
399,Maintain,Profile,Community/Volunteer Involvement,,Community/Volunteer Organization Name,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
400,Maintain,Profile,Community/Volunteer Involvement,,Role,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
401,Maintain,Profile,Courses/Workshops/Seminars,,Course Name,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
402,Maintain,Profile,Courses/Workshops/Seminars,,Institution Name,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
403,Maintain,Profile,Courses/Workshops/Seminars,,Start Date,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
404,Maintain,Profile,Courses/Workshops/Seminars,,End Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
405,Maintain,Profile,Key Successes,,Year (AD),Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
406,Maintain,Profile,Key Successes,,Achievement,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
407,Maintain,Profile,Key Successes,,Attachment,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
408,Maintain,Profile,Assessment Program,,Program,Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,PARTIAL,(no dedicated label),card summary line,shots/en-emp-assessments.png
409,Maintain,Profile,Assessment Program,,Year (AD),Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,PARTIAL,(no dedicated label),year on the summary line,shots/en-emp-assessments.png
410,Maintain,Profile,Assessment Program,,Result,Not Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,PARTIAL,(no dedicated label),card summary line,shots/en-emp-assessments.png
411,Maintain,Profile,Assessment Program,,MBTI Strength,Not Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,MISSING,,"Section ""Performance & promotability"" is on screen, but this field is not rendered",shots/en-emp-assessments.png
412,Maintain,Profile,Assessment Program,,MBTI Weakness,Not Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,MISSING,,"Section ""Performance & promotability"" is on screen, but this field is not rendered",shots/en-emp-assessments.png
413,Maintain,Profile,Assessment Program,,Attachment,Not Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,MISSING,,"Section ""Performance & promotability"" is on screen, but this field is not rendered",shots/en-emp-assessments.png
414,Maintain,Profile,Coaching Feedback,,Type,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
415,Maintain,Profile,Coaching Feedback,,Internal Name,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
416,Maintain,Profile,Coaching Feedback,,External Name,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
417,Maintain,Profile,Coaching Feedback,,Identified as of Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
418,Maintain,Profile,Coaching Feedback,,Comment/Feedback,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
419,Maintain,Profile,Coaching Feedback,,Attachment,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
420,Maintain,Profile,Development Goals,,Category,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
421,Maintain,Profile,Development Goals,,Development Goal ID,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
422,Maintain,Profile,Development Goals,,Development Goal,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
423,Maintain,Profile,Development Goals,,Description,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
424,Maintain,Profile,Development Goals,,Expected Outcome,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
425,Maintain,Profile,Development Goals,,Competency,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
426,Maintain,Profile,Development Goals,,Start Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
427,Maintain,Profile,Development Goals,,Complete Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
428,Maintain,Profile,Development Goals,,Development Goal Status,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
429,Maintain,Profile,Development Opportunities,,Year (AD),Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
430,Maintain,Profile,Development Opportunities,,Development Needs,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
431,Maintain,Profile,Development Opportunities,,Description,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
432,Maintain,Profile,Overall Competency Rating (UA),,Year(AD),Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,PARTIAL,(no dedicated label),year on the summary line,shots/en-emp-assessments.png
433,Maintain,Profile,Overall Competency Rating (UA),,Rating Score,Not Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,MISSING,,"Section ""Performance & promotability"" is on screen, but this field is not rendered",shots/en-emp-assessments.png
434,Maintain,Profile,Overall Competency Rating (UA),,Rating Label,Not Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,PARTIAL,(no dedicated label),card summary line,shots/en-emp-assessments.png
435,Maintain,Profile,Overall KPI Rating (UA),,Year(AD),Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,PARTIAL,(no dedicated label),year on the summary line,shots/en-emp-assessments.png
436,Maintain,Profile,Overall KPI Rating (UA),,Rating Score,Not Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,MISSING,,"Section ""Performance & promotability"" is on screen, but this field is not rendered",shots/en-emp-assessments.png
437,Maintain,Profile,Overall KPI Rating (UA),,Rating Label,Not Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,PARTIAL,(no dedicated label),card summary line,shots/en-emp-assessments.png
438,Maintain,Profile,Overall Performance Rating (UA),,Year(AD),Required,view,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,PARTIAL,(no dedicated label),year on the summary line,shots/en-emp-assessments.png
439,Maintain,Profile,Overall Performance Rating (UA),,Rating Score,Not Required,view,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,MISSING,,"Section ""Performance & promotability"" is on screen, but this field is not rendered",shots/en-emp-assessments.png
440,Maintain,Profile,Overall Performance Rating (UA),,Rating Label,Not Required,view,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,PARTIAL,(no dedicated label),card summary line,shots/en-emp-assessments.png
441,Maintain,Profile,Overall Performance Rating (UA),,Remark,Not Required,view,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,MISSING,,"Section ""Performance & promotability"" is on screen, but this field is not rendered",shots/en-emp-assessments.png
442,Maintain,Profile,Business Driver Assessment,,Driving for Profitable Growth,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
443,Maintain,Profile,Business Driver Assessment,,Striving to Meet Customer Satisfaction,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
444,Maintain,Profile,Business Driver Assessment,,Building Organization Excellence,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
445,Maintain,Profile,Business Driver Assessment,,Promoting Sustainable Collaborations & Partnerships,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
446,Maintain,Profile,Business Driver Assessment,,Developing People,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
447,Maintain,Profile,Business Driver Assessment,,Leading Innovation,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
448,Maintain,Profile,Learning Activities,,Category,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
449,Maintain,Profile,Learning Activities,,Development Objective ID,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
450,Maintain,Profile,Learning Activities,,Topic,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
451,Maintain,Profile,Learning Activities,,Description,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
452,Maintain,Profile,Learning Activities,,Planned Start Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
453,Maintain,Profile,Learning Activities,,Planned Completed Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
454,Maintain,Profile,Learning Activities,,Status,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
455,Maintain,Profile,Learning Activities,,Learning Activity ID,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
456,Maintain,Profile,Learning Activities,,Type,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
457,Maintain,Profile,Learning Activities,,Learning Name,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
458,Maintain,Profile,Learning Activities,,Learning Status,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
459,Maintain,Profile,Learning Activities,,Learning Planned Start Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
460,Maintain,Profile,Learning Activities,,Learning Planned Completed Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
461,Maintain,Profile,Learning Activities,,Learning Planned Expected Result,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
462,Maintain,Profile,MT/MA Reference,,Program,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
463,Maintain,Profile,MT/MA Reference,,Sponser,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
464,Maintain,Profile,MT/MA Reference,,Year(AD),Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
465,Maintain,Profile,MT/MA Reference,,Remark,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
466,Maintain,Profile,MT/MA Reference,,Attachment,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
467,Maintain,Profile,Top Strengths,,Year (AD),Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
468,Maintain,Profile,Top Strengths,,Achievement,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
469,Maintain,Profile,Top Strengths,,Attachment,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
470,Maintain,Profile,Talent Reference,,Program,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
471,Maintain,Profile,Talent Reference,,Sponser,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
472,Maintain,Profile,Talent Reference,,Year(AD),Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
473,Maintain,Profile,Talent Reference,,Remark,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
474,Maintain,Profile,Talent Reference,,Attachment,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
475,Maintain,Profile,Performance Group,,Year(AD),Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
476,Maintain,Profile,Performance Group,,Group,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
477,Maintain,Profile,E-Letter_Password,,E-Letter Password,Not Required,N/A,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
478,Maintain,Profile,E-Letter_Password,,Year,Not Required,N/A,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
479,Maintain,Profile,E-Letter_Password,,PA Grade,Not Required,N/A,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
480,Maintain,Profile,E-Letter_Password,,New Salary,Not Required,N/A,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
481,Maintain,Profile,E-Letter_Password,,Extra Overceiling,Not Required,N/A,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
482,Maintain,Profile,E-Letter_Password,,Bonus,Not Required,N/A,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
483,Maintain,Profile,E-Letter_Password,,Old Salary,Not Required,N/A,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
484,Maintain,Profile,E-Letter_Password,,Note,Not Required,N/A,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
485,Maintain,Profile,Personal Assessment Summary,,1. Positive Side,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
486,Maintain,Profile,Personal Assessment Summary,,2. Positive Side,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
487,Maintain,Profile,Personal Assessment Summary,,3. Positive Side,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
488,Maintain,Profile,Personal Assessment Summary,,1. Need to be Improved Side,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
489,Maintain,Profile,Personal Assessment Summary,,2. Need to be Improved Side,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
490,Maintain,Profile,Personal Assessment Summary,,3. Need to be Improved Side,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
491,Maintain,Profile,Individual Documents,,Document Name,Required,view,edit without approval,YES,Documents & e-letter,เอกสารและหนังสือ,PARTIAL,(no dedicated label),card summary line,shots/en-emp-documents.png
492,Maintain,Profile,Individual Documents,,Effective Date,Required,view,edit without approval,YES,Documents & e-letter,เอกสารและหนังสือ,PARTIAL,(no dedicated label),document row date,shots/en-emp-documents.png
493,Maintain,Profile,Individual Documents,,Attachment,Required,view,edit without approval,YES,Documents & e-letter,เอกสารและหนังสือ,PARTIAL,(no dedicated label),"""PDF"" chip on the document row",shots/en-emp-documents.png
494,Maintain,Profile,Flexible Spending Accounts,,Plan Name,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
495,Maintain,Profile,Flexible Spending Accounts,,Election Amount,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
496,Maintain,Profile,Flexible Spending Accounts,,Total Contributions,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
497,Maintain,Profile,Flexible Spending Accounts,,Total Funds Out,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
498,Maintain,Profile,Flexible Spending Accounts,,Total Repayments,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
499,Maintain,Profile,Flexible Spending Accounts,,Available Balance,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
500,Maintain,Profile,Functional Experience,,Function,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
501,Maintain,Profile,Functional Experience,,Years of Experience,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
502,Maintain,Profile,Functional Experience,,Comments,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
503,Maintain,Profile,Leadership Experience,,Area of Leadership,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
504,Maintain,Profile,Leadership Experience,,Years of Experience,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
505,Maintain,Profile,Leadership Experience,,Number of People Managed,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
506,Maintain,Profile,Leadership Experience,,Amount Managed (M),Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
507,Maintain,Profile,Leadership Experience,,Comments,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
508,Maintain,Profile,Professional Memberships,,Organisation,Required,edit without approval,edit without approval,YES,Professional memberships,สมาชิกภาพวิชาชีพ,MISSING,,"Section card is on screen but renders ""No records"" — no fields at all",shots/en-emp-memberships.png
509,Maintain,Profile,Professional Memberships,,Position/Role,Not Required,edit without approval,edit without approval,YES,Professional memberships,สมาชิกภาพวิชาชีพ,MISSING,,"Section card is on screen but renders ""No records"" — no fields at all",shots/en-emp-memberships.png
510,Maintain,Profile,Professional Memberships,,Start Date,Not Required,edit without approval,edit without approval,YES,Professional memberships,สมาชิกภาพวิชาชีพ,MISSING,,"Section card is on screen but renders ""No records"" — no fields at all",shots/en-emp-memberships.png
511,Maintain,Profile,Professional Memberships,,End Date,Not Required,edit without approval,edit without approval,YES,Professional memberships,สมาชิกภาพวิชาชีพ,MISSING,,"Section card is on screen but renders ""No records"" — no fields at all",shots/en-emp-memberships.png
512,Maintain,Profile,Career Aspirations,,Destination Role,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
513,Maintain,Profile,Career Aspirations,,Level,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
514,Maintain,Profile,Career Aspirations,,Function,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
515,Maintain,Profile,Career Aspirations,,Business Unit,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
516,Maintain,Profile,Career Aspirations,,Year(AD),Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
517,Maintain,Profile,Career Aspirations,,Type,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
518,Maintain,Profile,Career Aspirations,,Comments,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
519,Maintain,Profile,Career Aspirations,,Status,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
520,Maintain,Profile,Career Aspirations,,Completed Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
